x;y;z;T;phi;Q
1.000000;180.994003;0.000000;0.000000;0.000000;0.000000;
1.500000;181.860001;0.000000;0.000000;0.000000;0.000000;
1.000000;182.725998;0.000000;0.000000;0.000000;0.000000;
1.500000;183.591995;0.000000;0.000000;0.000000;0.000000;
1.000000;184.457993;0.000000;0.000000;0.000000;0.000000;
1.500000;185.324005;0.000000;0.000000;0.000000;0.000000;
1.000000;186.190002;0.000000;0.000000;0.000000;0.000000;
1.500000;187.056000;0.000000;0.000000;0.000000;0.000000;
1.000000;187.921997;0.000000;0.000000;0.000000;0.000000;
1.500000;188.787994;0.000000;0.000000;0.000000;0.000000;
1.000000;189.654007;0.000000;0.000000;0.000000;0.000000;
1.500000;190.520004;0.000000;0.000000;0.000000;0.000000;
1.000000;191.386002;0.000000;0.000000;0.000000;0.000000;
1.500000;192.251999;0.000000;0.000000;0.000000;0.000000;
1.000000;193.117996;0.000000;0.000000;0.000000;0.000000;
1.500000;193.983994;0.000000;0.000000;0.000000;0.000000;
1.000000;194.850006;0.000000;0.000000;0.000000;0.000000;
1.500000;195.716003;0.000000;0.000000;0.000000;0.000000;
1.000000;196.582001;0.000000;0.000000;0.000000;0.000000;
1.500000;197.447998;0.000000;0.000000;0.000000;0.000000;
1.000000;198.313995;0.000000;0.000000;0.000000;0.000000;
1.500000;199.179993;0.000000;0.000000;0.000000;0.000000;
1.000000;200.046005;0.000000;0.000000;0.000000;0.000000;
1.500000;200.912003;0.000000;0.000000;0.000000;0.000000;
1.000000;201.778000;0.000000;0.000000;0.000000;0.000000;
1.500000;202.643997;0.000000;0.000000;0.000000;0.000000;
1.000000;203.509995;0.000000;0.000000;0.000000;0.000000;
1.500000;204.376007;0.000000;0.000000;0.000000;0.000000;
1.000000;205.242004;0.000000;0.000000;0.000000;0.000000;
1.500000;206.108002;0.000000;0.000000;0.000000;0.000000;
1.000000;206.973999;0.000000;0.000000;0.000000;0.000000;
2.500000;0.000000;0.000000;0.000000;0.000000;0.000000;
2.000000;0.866000;0.000000;0.000000;0.000000;0.000000;
2.500000;1.732000;0.000000;0.000000;0.000000;0.000000;
2.000000;2.598000;0.000000;0.000000;0.000000;0.000000;
2.500000;3.464000;0.000000;0.000000;0.000000;0.000000;
2.000000;4.330000;0.000000;0.000000;0.000000;0.000000;
2.500000;5.196000;0.000000;0.000000;0.000000;0.000000;
2.000000;6.062000;0.000000;0.000000;0.000000;0.000000;
2.500000;6.928000;0.000000;0.000000;0.000000;0.000000;
2.000000;7.794000;0.000000;0.000000;0.000000;0.000000;
2.500000;8.660000;0.000000;0.000000;0.000000;0.000000;
2.000000;9.526000;0.000000;0.000000;0.000000;0.000000;
2.500000;10.392000;0.000000;0.000000;0.000000;0.000000;
2.000000;11.258000;0.000000;0.000000;0.000000;0.000000;
2.500000;12.124000;0.000000;0.000000;0.000000;0.000000;
2.000000;12.990000;0.000000;0.000000;0.000000;0.000000;
2.500000;13.856000;0.000000;0.000000;0.000000;0.000000;
2.000000;14.722000;0.000000;0.000000;0.000000;0.000000;
2.500000;15.588000;0.000000;0.000000;0.000000;0.000000;
2.000000;16.454000;0.000000;0.000000;0.000000;0.000000;
2.500000;17.320000;0.000000;0.000000;0.000000;0.000000;
2.000000;18.186001;0.000000;0.000000;0.000000;0.000000;
2.500000;19.052000;0.000000;0.000000;0.000000;0.000000;
2.000000;19.917999;0.000000;0.000000;0.000000;0.000000;
2.500000;20.784000;0.000000;0.000000;0.000000;0.000000;
2.000000;21.650000;0.000000;0.000000;0.000000;0.000000;
2.500000;22.516001;0.000000;0.000000;0.000000;0.000000;
2.000000;23.382000;0.000000;0.000000;0.000000;0.000000;
2.500000;24.247999;0.000000;0.000000;0.000000;0.000000;
2.000000;25.114000;0.000000;0.000000;0.000000;0.000000;
2.500000;25.980000;0.000000;0.000000;0.000000;0.000000;
2.000000;26.846001;0.000000;0.000000;0.000000;0.000000;
2.500000;27.712000;0.000000;0.000000;0.000000;0.000000;
2.000000;28.577999;0.000000;0.000000;0.000000;0.000000;
2.500000;29.444000;0.000000;0.000000;0.000000;0.000000;
2.000000;30.309999;0.000000;0.000000;0.000000;0.000000;
2.500000;31.176001;0.000000;0.000000;0.000000;0.000000;
2.000000;32.042000;0.000000;0.000000;0.000000;0.000000;
2.500000;32.908001;0.000000;0.000000;0.000000;0.000000;
2.000000;33.773998;0.000000;0.000000;0.000000;0.000000;
2.500000;34.639999;0.000000;0.000000;0.000000;0.000000;
2.000000;35.506001;0.000000;0.000000;0.000000;0.000000;
2.500000;36.372002;0.000000;0.000000;0.000000;0.000000;
2.000000;37.237999;0.000000;0.000000;0.000000;0.000000;
2.500000;38.104000;0.000000;0.000000;0.000000;0.000000;
2.000000;38.970001;0.000000;0.000000;0.000000;0.000000;
2.500000;39.835999;0.000000;0.000000;0.000000;0.000000;
2.000000;40.702000;0.000000;0.000000;0.000000;0.000000;
2.500000;41.568001;0.000000;0.000000;0.000000;0.000000;
2.000000;42.433998;0.000000;0.000000;0.000000;0.000000;
2.500000;43.299999;0.000000;0.000000;0.000000;0.000000;
2.000000;44.166000;0.000000;0.000000;0.000000;0.000000;
2.500000;45.032001;0.000000;0.000000;0.000000;0.000000;
2.000000;45.897999;0.000000;0.000000;0.000000;0.000000;
2.500000;46.764000;0.000000;0.000000;0.000000;0.000000;
2.000000;47.630001;0.000000;0.000000;0.000000;0.000000;
2.500000;48.495998;0.000000;0.000000;0.000000;0.000000;
2.000000;49.362000;0.000000;0.000000;0.000000;0.000000;
2.500000;50.228001;0.000000;0.000000;0.000000;0.000000;
2.000000;51.094002;0.000000;0.000000;0.000000;0.000000;
2.500000;51.959999;0.000000;0.000000;0.000000;0.000000;
2.000000;52.826000;0.000000;0.000000;0.000000;0.000000;
2.500000;53.692001;0.000000;0.000000;0.000000;0.000000;
2.000000;54.557999;0.000000;0.000000;0.000000;0.000000;
2.500000;55.424000;0.000000;0.000000;0.000000;0.000000;
2.000000;56.290001;0.000000;0.000000;0.000000;0.000000;
2.500000;57.155998;0.000000;0.000000;0.000000;0.000000;
2.000000;58.021999;0.000000;0.000000;0.000000;0.000000;
2.500000;58.888000;0.000000;0.000000;0.000000;0.000000;
2.000000;59.754002;0.000000;0.000000;0.000000;0.000000;
2.500000;60.619999;0.000000;0.000000;0.000000;0.000000;
2.000000;61.486000;0.000000;0.000000;0.000000;0.000000;
2.500000;62.352001;0.000000;0.000000;0.000000;0.000000;
2.000000;63.217999;0.000000;0.000000;0.000000;0.000000;
2.500000;64.084000;0.000000;0.000000;0.000000;0.000000;
2.000000;64.949997;0.000000;0.000000;0.000000;0.000000;
2.500000;65.816002;0.000000;0.000000;0.000000;0.000000;
2.000000;66.681999;0.000000;0.000000;0.000000;0.000000;
2.500000;67.547997;0.000000;0.000000;0.000000;0.000000;
2.000000;68.414001;0.000000;0.000000;0.000000;0.000000;
2.500000;69.279999;0.000000;0.000000;0.000000;0.000000;
2.000000;70.146004;0.000000;0.000000;0.000000;0.000000;
2.500000;71.012001;0.000000;0.000000;0.000000;0.000000;
2.000000;71.877998;0.000000;0.000000;0.000000;0.000000;
2.500000;72.744003;0.000000;0.000000;0.000000;0.000000;
2.000000;73.610001;0.000000;0.000000;0.000000;0.000000;
2.500000;74.475998;0.000000;0.000000;0.000000;0.000000;
2.000000;75.342003;0.000000;0.000000;0.000000;0.000000;
2.500000;76.208000;0.000000;0.000000;0.000000;0.000000;
2.000000;77.073997;0.000000;0.000000;0.000000;0.000000;
2.500000;77.940002;0.000000;0.000000;0.000000;0.000000;
2.000000;78.806000;0.000000;0.000000;0.000000;0.000000;
2.500000;79.671997;0.000000;0.000000;0.000000;0.000000;
2.000000;80.538002;0.000000;0.000000;0.000000;0.000000;
2.500000;81.403999;0.000000;0.000000;0.000000;0.000000;
2.000000;82.269997;0.000000;0.000000;0.000000;0.000000;
2.500000;83.136002;0.000000;0.000000;0.000000;0.000000;
2.000000;84.001999;0.000000;0.000000;0.000000;0.000000;
2.500000;84.867996;0.000000;0.000000;0.000000;0.000000;
2.000000;85.734001;0.000000;0.000000;0.000000;0.000000;
2.500000;86.599998;0.000000;0.000000;0.000000;0.000000;
2.000000;87.466003;0.000000;0.000000;0.000000;0.000000;
2.500000;88.332001;0.000000;0.000000;0.000000;0.000000;
2.000000;89.197998;0.000000;0.000000;0.000000;0.000000;
2.500000;90.064003;0.000000;0.000000;0.000000;0.000000;
2.000000;90.930000;0.000000;0.000000;0.000000;0.000000;
2.500000;91.795998;0.000000;0.000000;0.000000;0.000000;
2.000000;92.662003;0.000000;0.000000;0.000000;0.000000;
2.500000;93.528000;0.000000;0.000000;0.000000;0.000000;
2.000000;94.393997;0.000000;0.000000;0.000000;0.000000;
2.500000;95.260002;0.000000;0.000000;0.000000;0.000000;
2.000000;96.125999;0.000000;0.000000;0.000000;0.000000;
2.500000;96.991997;0.000000;0.000000;0.000000;0.000000;
2.000000;97.858002;0.000000;0.000000;0.000000;0.000000;
2.500000;98.723999;0.000000;0.000000;0.000000;0.000000;
2.000000;99.589996;0.000000;0.000000;0.000000;0.000000;
2.500000;100.456001;0.000000;0.000000;0.000000;0.000000;
2.000000;101.321999;0.000000;0.000000;0.000000;0.000000;
2.500000;102.188004;0.000000;0.000000;0.000000;0.000000;
2.000000;103.054001;0.000000;0.000000;0.000000;0.000000;
2.500000;103.919998;0.000000;0.000000;0.000000;0.000000;
2.000000;104.786003;0.000000;0.000000;0.000000;0.000000;
2.500000;105.652000;0.000000;0.000000;0.000000;0.000000;
2.000000;106.517998;0.000000;0.000000;0.000000;0.000000;
2.500000;107.384003;0.000000;0.000000;0.000000;0.000000;
2.000000;108.250000;0.000000;0.000000;0.000000;0.000000;
2.500000;109.115997;0.000000;0.000000;0.000000;0.000000;
2.000000;109.982002;0.000000;0.000000;0.000000;0.000000;
2.500000;110.848000;0.000000;0.000000;0.000000;0.000000;
2.000000;111.713997;0.000000;0.000000;0.000000;0.000000;
2.500000;112.580002;0.000000;0.000000;0.000000;0.000000;
2.000000;113.445999;0.000000;0.000000;0.000000;0.000000;
2.500000;114.311996;0.000000;0.000000;0.000000;0.000000;
2.000000;115.178001;0.000000;0.000000;0.000000;0.000000;
2.500000;116.043999;0.000000;0.000000;0.000000;0.000000;
2.000000;116.910004;0.000000;0.000000;0.000000;0.000000;
2.500000;117.776001;0.000000;0.000000;0.000000;0.000000;
2.000000;118.641998;0.000000;0.000000;0.000000;0.000000;
2.500000;119.508003;0.000000;0.000000;0.000000;0.000000;
2.000000;120.374001;0.000000;0.000000;0.000000;0.000000;
2.500000;121.239998;0.000000;0.000000;0.000000;0.000000;
2.000000;122.106003;0.000000;0.000000;0.000000;0.000000;
2.500000;122.972000;0.000000;0.000000;0.000000;0.000000;
2.000000;123.837997;0.000000;0.000000;0.000000;0.000000;
2.500000;124.704002;0.000000;0.000000;0.000000;0.000000;
2.000000;125.570000;0.000000;0.000000;0.000000;0.000000;
2.500000;126.435997;0.000000;0.000000;0.000000;0.000000;
2.000000;127.302002;0.000000;0.000000;0.000000;0.000000;
2.500000;128.167999;0.000000;0.000000;0.000000;0.000000;
2.000000;129.033997;0.000000;0.000000;0.000000;0.000000;
2.500000;129.899994;0.000000;0.000000;0.000000;0.000000;
2.000000;130.766006;0.000000;0.000000;0.000000;0.000000;
2.500000;131.632004;0.000000;0.000000;0.000000;0.000000;
2.000000;132.498001;0.000000;0.000000;0.000000;0.000000;
2.500000;133.363998;0.000000;0.000000;0.000000;0.000000;
2.000000;134.229996;0.000000;0.000000;0.000000;0.000000;
2.500000;135.095993;0.000000;0.000000;0.000000;0.000000;
2.000000;135.962006;0.000000;0.000000;0.000000;0.000000;
2.500000;136.828003;0.000000;0.000000;0.000000;0.000000;
2.000000;137.694000;0.000000;0.000000;0.000000;0.000000;
2.500000;138.559998;0.000000;0.000000;0.000000;0.000000;
2.000000;139.425995;0.000000;0.000000;0.000000;0.000000;
2.500000;140.292007;0.000000;0.000000;0.000000;0.000000;
2.000000;141.158005;0.000000;0.000000;0.000000;0.000000;
2.500000;142.024002;0.000000;0.000000;0.000000;0.000000;
2.000000;142.889999;0.000000;0.000000;0.000000;0.000000;
2.500000;143.755997;0.000000;0.000000;0.000000;0.000000;
2.000000;144.621994;0.000000;0.000000;0.000000;0.000000;
2.500000;145.488007;0.000000;0.000000;0.000000;0.000000;
2.000000;146.354004;0.000000;0.000000;0.000000;0.000000;
2.500000;147.220001;0.000000;0.000000;0.000000;0.000000;
2.000000;148.085999;0.000000;0.000000;0.000000;0.000000;
2.500000;148.951996;0.000000;0.000000;0.000000;0.000000;
2.000000;149.817993;0.000000;0.000000;0.000000;0.000000;
2.500000;150.684006;0.000000;0.000000;0.000000;0.000000;
2.000000;151.550003;0.000000;0.000000;0.000000;0.000000;
2.500000;152.416000;0.000000;0.000000;0.000000;0.000000;
2.000000;153.281998;0.000000;0.000000;0.000000;0.000000;
2.500000;154.147995;0.000000;0.000000;0.000000;0.000000;
2.000000;155.014008;0.000000;0.000000;0.000000;0.000000;
2.500000;155.880005;0.000000;0.000000;0.000000;0.000000;
2.000000;156.746002;0.000000;0.000000;0.000000;0.000000;
2.500000;157.612000;0.000000;0.000000;0.000000;0.000000;
2.000000;158.477997;0.000000;0.000000;0.000000;0.000000;
2.500000;159.343994;0.000000;0.000000;0.000000;0.000000;
2.000000;160.210007;0.000000;0.000000;0.000000;0.000000;
2.500000;161.076004;0.000000;0.000000;0.000000;0.000000;
2.000000;161.942001;0.000000;0.000000;0.000000;0.000000;
2.500000;162.807999;0.000000;0.000000;0.000000;0.000000;
2.000000;163.673996;0.000000;0.000000;0.000000;0.000000;
2.500000;164.539993;0.000000;0.000000;0.000000;0.000000;
2.000000;165.406006;0.000000;0.000000;0.000000;0.000000;
2.500000;166.272003;0.000000;0.000000;0.000000;0.000000;
2.000000;167.138000;0.000000;0.000000;0.000000;0.000000;
2.500000;168.003998;0.000000;0.000000;0.000000;0.000000;
2.000000;168.869995;0.000000;0.000000;0.000000;0.000000;
2.500000;169.735992;0.000000;0.000000;0.000000;0.000000;
2.000000;170.602005;0.000000;0.000000;0.000000;0.000000;
2.500000;171.468002;0.000000;0.000000;0.000000;0.000000;
2.000000;172.334000;0.000000;0.000000;0.000000;0.000000;
2.500000;173.199997;0.000000;0.000000;0.000000;0.000000;
2.000000;174.065994;0.000000;0.000000;0.000000;0.000000;
2.500000;174.932007;0.000000;0.000000;0.000000;0.000000;
2.000000;175.798004;0.000000;0.000000;0.000000;0.000000;
2.500000;176.664001;0.000000;0.000000;0.000000;0.000000;
2.000000;177.529999;0.000000;0.000000;0.000000;0.000000;
2.500000;178.395996;0.000000;0.000000;0.000000;0.000000;
2.000000;179.261993;0.000000;0.000000;0.000000;0.000000;
2.500000;180.128006;0.000000;0.000000;0.000000;0.000000;
2.000000;180.994003;0.000000;0.000000;0.000000;0.000000;
2.500000;181.860001;0.000000;0.000000;0.000000;0.000000;
2.000000;182.725998;0.000000;0.000000;0.000000;0.000000;
2.500000;183.591995;0.000000;0.000000;0.000000;0.000000;
2.000000;184.457993;0.000000;0.000000;0.000000;0.000000;
2.500000;185.324005;0.000000;0.000000;0.000000;0.000000;
2.000000;186.190002;0.000000;0.000000;0.000000;0.000000;
2.500000;187.056000;0.000000;0.000000;0.000000;0.000000;
2.000000;187.921997;0.000000;0.000000;0.000000;0.000000;
2.500000;188.787994;0.000000;0.000000;0.000000;0.000000;
2.000000;189.654007;0.000000;0.000000;0.000000;0.000000;
2.500000;190.520004;0.000000;0.000000;0.000000;0.000000;
2.000000;191.386002;0.000000;0.000000;0.000000;0.000000;
2.500000;192.251999;0.000000;0.000000;0.000000;0.000000;
2.000000;193.117996;0.000000;0.000000;0.000000;0.000000;
2.500000;193.983994;0.000000;0.000000;0.000000;0.000000;
2.000000;194.850006;0.000000;0.000000;0.000000;0.000000;
2.500000;195.716003;0.000000;0.000000;0.000000;0.000000;
2.000000;196.582001;0.000000;0.000000;0.000000;0.000000;
2.500000;197.447998;0.000000;0.000000;0.000000;0.000000;
2.000000;198.313995;0.000000;0.000000;0.000000;0.000000;
2.500000;199.179993;0.000000;0.000000;0.000000;0.000000;
2.000000;200.046005;0.000000;0.000000;0.000000;0.000000;
2.500000;200.912003;0.000000;0.000000;0.000000;0.000000;
2.000000;201.778000;0.000000;0.000000;0.000000;0.000000;
2.500000;202.643997;0.000000;0.000000;0.000000;0.000000;
2.000000;203.509995;0.000000;0.000000;0.000000;0.000000;
2.500000;204.376007;0.000000;0.000000;0.000000;0.000000;
2.000000;205.242004;0.000000;0.000000;0.000000;0.000000;
2.500000;206.108002;0.000000;0.000000;0.000000;0.000000;
2.000000;206.973999;0.000000;0.000000;0.000000;0.000000;
3.500000;0.000000;0.000000;0.000000;0.000000;0.000000;
3.000000;0.866000;0.000000;0.000000;0.000000;0.000000;
3.500000;1.732000;0.000000;0.000000;0.000000;0.000000;
3.000000;2.598000;0.000000;0.000000;0.000000;0.000000;
3.500000;3.464000;0.000000;0.000000;0.000000;0.000000;
3.000000;4.330000;0.000000;0.000000;0.000000;0.000000;
3.500000;5.196000;0.000000;0.000000;0.000000;0.000000;
3.000000;6.062000;0.000000;0.000000;0.000000;0.000000;
3.500000;6.928000;0.000000;0.000000;0.000000;0.000000;
3.000000;7.794000;0.000000;0.000000;0.000000;0.000000;
3.500000;8.660000;0.000000;0.000000;0.000000;0.000000;
3.000000;9.526000;0.000000;0.000000;0.000000;0.000000;
3.500000;10.392000;0.000000;0.000000;0.000000;0.000000;
3.000000;11.258000;0.000000;0.000000;0.000000;0.000000;
3.500000;12.124000;0.000000;0.000000;0.000000;0.000000;
3.000000;12.990000;0.000000;0.000000;0.000000;0.000000;
3.500000;13.856000;0.000000;0.000000;0.000000;0.000000;
3.000000;14.722000;0.000000;0.000000;0.000000;0.000000;
3.500000;15.588000;0.000000;0.000000;0.000000;0.000000;
3.000000;16.454000;0.000000;0.000000;0.000000;0.000000;
3.500000;17.320000;0.000000;0.000000;0.000000;0.000000;
3.000000;18.186001;0.000000;0.000000;0.000000;0.000000;
3.500000;19.052000;0.000000;0.000000;0.000000;0.000000;
3.000000;19.917999;0.000000;0.000000;0.000000;0.000000;
3.500000;20.784000;0.000000;0.000000;0.000000;0.000000;
3.000000;21.650000;0.000000;0.000000;0.000000;0.000000;
3.500000;22.516001;0.000000;0.000000;0.000000;0.000000;
3.000000;23.382000;0.000000;0.000000;0.000000;0.000000;
3.500000;24.247999;0.000000;0.000000;0.000000;0.000000;
3.000000;25.114000;0.000000;0.000000;0.000000;0.000000;
3.500000;25.980000;0.000000;0.000000;0.000000;0.000000;
3.000000;26.846001;0.000000;0.000000;0.000000;0.000000;
3.500000;27.712000;0.000000;0.000000;0.000000;0.000000;
3.000000;28.577999;0.000000;0.000000;0.000000;0.000000;
3.500000;29.444000;0.000000;0.000000;0.000000;0.000000;
3.000000;30.309999;0.000000;0.000000;0.000000;0.000000;
3.500000;31.176001;0.000000;0.000000;0.000000;0.000000;
3.000000;32.042000;0.000000;0.000000;0.000000;0.000000;
3.500000;32.908001;0.000000;0.000000;0.000000;0.000000;
3.000000;33.773998;0.000000;0.000000;0.000000;0.000000;
3.500000;34.639999;0.000000;0.000000;0.000000;0.000000;
3.000000;35.506001;0.000000;0.000000;0.000000;0.000000;
3.500000;36.372002;0.000000;0.000000;0.000000;0.000000;
3.000000;37.237999;0.000000;0.000000;0.000000;0.000000;
3.500000;38.104000;0.000000;0.000000;0.000000;0.000000;
3.000000;38.970001;0.000000;0.000000;0.000000;0.000000;
3.500000;39.835999;0.000000;0.000000;0.000000;0.000000;
3.000000;40.702000;0.000000;0.000000;0.000000;0.000000;
3.500000;41.568001;0.000000;0.000000;0.000000;0.000000;
3.000000;42.433998;0.000000;0.000000;0.000000;0.000000;
3.500000;43.299999;0.000000;0.000000;0.000000;0.000000;
3.000000;44.166000;0.000000;0.000000;0.000000;0.000000;
3.500000;45.032001;0.000000;0.000000;0.000000;0.000000;
3.000000;45.897999;0.000000;0.000000;0.000000;0.000000;
3.500000;46.764000;0.000000;0.000000;0.000000;0.000000;
3.000000;47.630001;0.000000;0.000000;0.000000;0.000000;
3.500000;48.495998;0.000000;0.000000;0.000000;0.000000;
3.000000;49.362000;0.000000;0.000000;0.000000;0.000000;
3.500000;50.228001;0.000000;0.000000;0.000000;0.000000;
3.000000;51.094002;0.000000;0.000000;0.000000;0.000000;
3.500000;51.959999;0.000000;0.000000;0.000000;0.000000;
3.000000;52.826000;0.000000;0.000000;0.000000;0.000000;
3.500000;53.692001;0.000000;0.000000;0.000000;0.000000;
3.000000;54.557999;0.000000;0.000000;0.000000;0.000000;
3.500000;55.424000;0.000000;0.000000;0.000000;0.000000;
3.000000;56.290001;0.000000;0.000000;0.000000;0.000000;
3.500000;57.155998;0.000000;0.000000;0.000000;0.000000;
3.000000;58.021999;0.000000;0.000000;0.000000;0.000000;
3.500000;58.888000;0.000000;0.000000;0.000000;0.000000;
3.000000;59.754002;0.000000;0.000000;0.000000;0.000000;
3.500000;60.619999;0.000000;0.000000;0.000000;0.000000;
3.000000;61.486000;0.000000;0.000000;0.000000;0.000000;
3.500000;62.352001;0.000000;0.000000;0.000000;0.000000;
3.000000;63.217999;0.000000;0.000000;0.000000;0.000000;
3.500000;64.084000;0.000000;0.000000;0.000000;0.000000;
3.000000;64.949997;0.000000;0.000000;0.000000;0.000000;
3.500000;65.816002;0.000000;0.000000;0.000000;0.000000;
3.000000;66.681999;0.000000;0.000000;0.000000;0.000000;
